open_time,close_time,open,high,low,close,volume,quote_volume,num_trades,close_frac_diff
2025-09-02 14:24:59.999,2025-09-02 16:59:59.999,111201.18,111771.52,110469.7,110785.85,2887.97451,320846970.72468674,377449,20246.11381701821
2025-09-02 16:59:59.999,2025-09-02 22:29:59.999,110785.85,111538.17,110200.0,111048.0,2841.07963,315105540.0682063,440601,20464.281731696683
2025-09-02 22:29:59.999,2025-09-03 04:24:59.999,111048.0,111782.21,110836.48,111082.0,2830.4358699999993,314933749.04145676,487853,20404.542575766958
2025-09-03 04:24:59.999,2025-09-03 11:49:59.999,111082.0,111708.0,110528.71,111513.77,2841.0468299999998,315518678.1252507,508573,20777.581464516625
2025-09-03 11:49:59.999,2025-09-03 14:59:59.999,111513.77,112500.0,111031.61,112261.37,2820.884960000001,315091570.81910914,636146,21399.93476733884
2025-09-03 14:59:59.999,2025-09-03 20:24:59.999,112261.37,112575.27,111686.24,112103.88,2819.9080900000013,316261681.8214782,494307,21029.520336192058
2025-09-03 20:24:59.999,2025-09-04 05:09:59.999,112103.88,112250.0,110686.57,110847.3,2861.5631400000007,319378032.15004164,541517,19701.41810096125
2025-09-04 05:09:59.999,2025-09-04 11:24:59.999,110847.3,111154.93,110279.68,110900.0,2872.8373899999997,317949652.19379,469369,19949.583561501233
2025-09-04 11:24:59.999,2025-09-04 15:29:59.999,110900.0,111123.99,109329.12,109514.04,2951.4559200000003,325218472.7114181,602521,18610.217019495612
2025-09-04 15:29:59.999,2025-09-04 21:24:59.999,109514.04,110475.41,109363.26,110452.07,2874.6181299999994,315731421.5124788,524742,19846.587777536042
2025-09-04 21:24:59.999,2025-09-05 02:49:59.999,110452.07,111765.31,110399.37,111445.32,2843.0689799999996,315739928.2334131,494350,20773.851451436814
2025-09-05 02:49:59.999,2025-09-05 07:24:59.999,111445.32,112888.0,111096.67,112733.74,2958.1337300000005,330677264.8507096,357617,21860.94145677361
2025-09-05 07:24:59.999,2025-09-05 12:04:59.999,112733.74,112999.0,112131.02,112467.68,2849.4770500000013,320778655.6404672,393928,21262.5532582186
2025-09-05 12:04:59.999,2025-09-05 12:59:59.999,112467.68,113384.62,112040.0,113214.78,2849.93821,321336421.0397312,334454,21917.863722631824
2025-09-05 12:59:59.999,2025-09-05 14:14:59.999,113214.78,113310.01,112178.13,112235.56,2891.37672,326449631.65379703,367371,20720.73218986878
2025-09-05 14:14:59.999,2025-09-05 15:04:59.999,112235.56,112264.0,110286.91,110466.31,3116.46058,346018730.22246885,442957,19036.591603410678
2025-09-05 15:04:59.999,2025-09-05 19:54:59.999,110466.31,111449.55,110206.96,111440.0,2845.6592299999998,315383744.2523021,495697,20366.768229310663
2025-09-05 19:54:59.999,2025-09-06 00:29:59.999,111440.0,111700.0,110375.6,110677.98,2841.0456900000017,315378535.6694979,346154,19541.10592340515
2025-09-06 00:29:59.999,2025-09-06 15:59:59.999,110677.98,111307.7,110358.11,110384.15,2883.3146999999994,319503979.1578586,445012,19393.518176575817
